Time [s],Current(PhaseA) [A],Current(PhaseB) [A],Current(PhaseC) [A],Moving1.Position [deg],Moving1.Torque [NewtonMeter],Moving1.Speed [rpm]
0.373,0.199578901,1.971575439,-2.17115434,37.45974325,1.29221654,2796.796129
0.3735,-0.173503744,2.14923818,-1.975734436,45.85004331,1.359161899,2796.856783
0.374,-0.559083158,2.291105339,-1.73202218,54.24131628,1.372553282,2797.349764
0.3745,-0.9132706,2.358873727,-1.445603126,62.63403234,1.338146949,2797.733185
0.375,-1.241690552,2.36569145,-1.124000898,71.02741154,1.315685414,2797.812761
0.3755,-1.56222749,2.349995448,-0.787767958,79.42091128,1.338652938,2797.894719
0.376,-1.837310193,2.271947555,-0.434637362,87.81456422,1.275456931,2797.761045
0.3765,-2.030387436,2.11021156,-0.079824124,96.2071014,1.268811409,2797.25122
0.377,-2.203006166,1.900414297,0.302591869,104.5983572,1.329255428,2797.027048
0.3775,-2.32635479,1.649024014,0.677330776,112.9897945,1.367740226,2797.333724
0.378,-2.36446408,1.341734267,1.022729812,121.3823914,1.334697231,2797.67227
0.3785,-2.364250703,1.015711741,1.348538962,129.7757489,1.352679101,2797.931583
0.379,-2.330193137,0.669030682,1.661162454,138.1701009,1.356851097,2798.310874
0.3795,-2.223679916,0.316957283,1.906722632,146.5652557,1.285548661,2798.331724
0.38,-2.042834463,-0.045738817,2.08857328,154.9596787,1.280157131,2797.940012
0.3805,-1.820216814,-0.431541838,2.251758652,163.3530068,1.306730288,2797.659274
0.381,-1.555303389,-0.793006628,2.348310016,171.7457975,1.310742544,2797.541728
0.3815,-1.238814018,-1.130453812,2.36926783,180.138284,1.311761645,2797.451033
0.382,-0.908003058,-1.455274172,2.363277231,188.5308909,1.382919076,2797.747551
0.3825,-0.551649904,-1.75369812,2.305348024,196.9250521,1.364006427,2798.326879
0.383,-0.197348205,-1.971527216,2.168875421,205.3204305,1.303774099,2798.484554
0.3835,0.173103033,-2.148844817,1.975741784,213.7156698,1.31012256,2798.352641
0.384,0.556311373,-2.295095087,1.738783714,222.1106558,1.324388841,2798.330142
0.3845,0.907296348,-2.359666169,1.452369821,230.5054713,1.276691053,2798.128274
0.385,1.238248241,-2.3670628,1.128814558,238.8991981,1.282301973,2797.69906
0.3855,1.560036466,-2.349258939,0.789222474,247.2921475,1.366888393,2797.75167
0.386,1.836795582,-2.271336814,0.434541232,255.6860388,1.343632506,2798.134969
0.3865,2.033941286,-2.111997837,0.078056551,264.0807228,1.322732629,2798.283703
0.387,2.20339865,-1.900863723,-0.302534928,272.4758025,1.35505215,2798.493903
0.3875,2.328902593,-1.653064282,-0.67583831,280.8718312,1.349524335,2798.849082
0.388,2.366407497,-1.348356407,-1.018051091,289.2684821,1.277420709,2798.789378
0.3885,2.363195549,-1.018031857,-1.345163692,297.6642928,1.298605143,2798.455015
0.389,2.327152833,-0.666847827,-1.660305006,306.0594622,1.324394918,2798.370709
0.3895,2.225021081,-0.314960002,-1.910061079,314.45452,1.299127935,2798.289398
0.39,2.049058955,0.04593918,-2.094998135,322.849201,1.324900174,2798.210432
0.3905,1.823501936,0.430989904,-2.25449184,331.2442034,1.377558016,2798.552256
0.391,1.558942809,0.791463286,-2.350406095,339.6405738,1.335458421,2798.95333
0.3915,1.247178521,1.125366846,-2.372545367,348.0375824,1.313681933,2799.013398
0.392,0.907481902,1.451126876,-2.358608778,356.4347414,1.351797361,2799.160691
0.3925,0.546516922,1.752765046,-2.299281968,4.832447209,1.295023217,2799.208675
