Time [s],Current(PhaseA) [A],Current(PhaseB) [A],Current(PhaseC) [A],Moving1.Position [deg],Moving1.Torque [NewtonMeter],Moving1.Speed [rpm]
0.3995,-2.209366841,0.319853304,1.889513538,181.5554159,1.29027701,2793.877997
0.4,-2.031192251,-0.057499217,2.088691467,189.9366778,1.313833097,2793.671629
0.4005,-1.810273073,-0.444924602,2.255197675,198.3177493,1.347051835,2793.768875
0.401,-1.549773612,-0.799985312,2.349758925,206.6992522,1.306389227,2793.827305
0.4015,-1.238733763,-1.126941296,2.365675059,215.0804954,1.306457355,2793.667934
0.402,-0.902067036,-1.452905308,2.354972345,223.4615523,1.361086481,2793.801028
0.4025,-0.572235774,-1.742352591,2.314588365,231.8433273,1.311012877,2793.959882
0.403,-0.19236855,-1.956033013,2.148401563,240.2249542,1.294382703,2793.76135
0.4035,0.187038688,-2.150250119,1.963211431,248.6059993,1.330684859,2793.666699
0.404,0.56896408,-2.299524792,1.730560712,256.9871925,1.33874918,2793.810088
0.4045,0.910303145,-2.356470065,1.44616692,265.368673,1.295662778,2793.766635
0.405,1.237438283,-2.36440647,1.126968187,273.7497517,1.331309042,2793.682595
0.4055,1.555575775,-2.342771558,0.787195783,282.1310849,1.354663284,2793.914889
0.406,1.818480112,-2.266469315,0.447989203,290.5130367,1.292917232,2793.942841
0.4065,2.023648379,-2.09245462,0.068806241,298.8944765,1.305292686,2793.705341
0.407,2.205705504,-1.888289734,-0.31741577,307.2755584,1.347191042,2793.757558
0.4075,2.331567201,-1.646000924,-0.685566277,315.6570985,1.319408958,2793.886492
0.408,2.362615967,-1.34427385,-1.018342116,324.0386003,1.295443193,2793.738329
0.4085,2.36220464,-1.014842265,-1.347362375,332.4197159,1.354564981,2793.777614
0.409,2.335224932,-0.682667677,-1.652557255,340.8014646,1.332320229,2794.015537
0.4095,2.206976659,-0.319779408,-1.887197251,349.1834633,1.289864872,2793.907602
0.41,2.031673931,0.057984317,-2.089658248,357.5648316,1.317927304,2793.721077
0.4105,1.81160805,0.445411295,-2.257019345,5.946083976,1.344851122,2793.828766
0.411,1.549289149,0.798209343,-2.347498492,14.32771509,1.301106902,2793.847316
