Time [ms],Current(PhaseA) [A],Current(PhaseB) [A],Current(PhaseC) [A],Moving1.Position [deg],Moving1.Torque [NewtonMeter],Moving1.Speed [rpm]
70.00038,-8.30E-05,1.967998487,-5.921548186,7.685496031,0.999343058,1135.063487
70.50038,-0.000138795,2.5162253,-5.925540437,11.10578156,1.686478364,1138.659983
71.00038,-0.000148201,3.222844553,-5.812093549,14.52091916,0.437962758,1139.570414
71.50038,-0.000194063,3.82025617,-5.654690258,17.94697172,1.258337143,1138.481491
72.00038,-0.000240447,4.139529993,-5.264628596,21.4075597,2.636554776,1147.693774
72.50038,-0.000246713,4.43971371,-4.68545959,24.88363799,1.38480217,1157.383949
73.00038,-0.000269248,4.768107025,-4.12503421,28.36957306,1.020676562,1159.436703
73.50038,-0.000295819,4.844478639,-3.41713692,31.89005021,2.534726667,1166.882603
74.00038,-0.000281015,4.754952175,-2.530085464,35.44003109,2.131633998,1179.445107
74.50038,-0.000285421,4.695530139,-1.669300767,39.0019158,1.232221517,1185.795004
75.00038,-0.000291585,4.48436873,-0.800642665,42.57593342,1.516231097,1189.240466
75.50038,-0.000250958,4.104934761,0.214628194,46.15779972,1.333830208,1193.14546
76.00038,-0.000237624,3.677998891,1.170668865,49.73705275,0.884291275,1194.061609
76.50038,-0.000232417,3.171155881,2.025536143,53.30541655,0.638017538,1191.727432
77.00038,-0.000171291,2.623078731,2.926736941,56.85577303,0.29019291,1186.645495
77.50038,-0.000125081,2.006992581,3.750339567,60.38664005,0.380677626,1180.410863
78.00038,-0.000121143,1.245151898,4.445855596,63.88991469,0.013229827,1172.934554
78.50038,-6.61E-05,0.484517518,5.101297383,67.36027176,-0.373890503,1161.992585
79.00038,8.38E-06,-0.146341364,5.599479567,70.80783628,0.350108114,1152.726809
79.50038,1.40E-05,-0.948446325,5.921637183,74.22847215,-0.054506723,1145.021771
80.00038,5.17E-05,-1.776499728,6.165049385,77.62687802,-0.074241303,1135.386504
80.50038,0.000134094,-2.33902297,6.240444298,81.02789657,1.364695217,1132.473953
81.00038,0.000156696,-2.918083767,6.078033626,84.42531783,0.905751127,1134.142101
81.50038,0.000171275,-3.610126719,5.874915316,87.80787117,0.000506167,1129.397451
82.00038,0.00022654,-4.048043862,5.553759898,91.20490226,1.659721418,1128.242694
82.50038,0.000252243,-4.293425313,4.977663359,94.62707772,2.16674554,1137.216201
83.00038,0.000251543,-4.579225735,4.332600123,98.05399671,0.809000294,1142.099051
83.50038,0.000279728,-4.796750638,3.665057525,101.4949756,1.423368337,1143.482038
84.00038,0.000285296,-4.733504718,2.81846148,104.9648671,2.306001208,1151.870666
84.50038,0.000268131,-4.588286215,1.885284624,108.4479643,1.367899108,1159.905691
85.00038,0.000278029,-4.442822417,1.01018902,111.9328282,0.941439171,1161.495304
85.50038,0.000264367,-4.119227346,0.082954101,115.4204666,1.149064554,1162.07417
86.00038,0.000223216,-3.672373154,-0.922218672,118.9072918,0.953794807,1162.710252
86.50038,0.000214019,-3.184865371,-1.815610996,122.3875433,0.765842976,1161.548421
87.00038,0.000189174,-2.628995183,-2.635899032,125.8546254,0.477051667,1158.172772
87.50038,0.000121803,-2.007054801,-3.509012834,129.3067419,0.394208659,1153.094157
88.00038,8.55E-05,-1.343097774,-4.22673868,132.7457769,0.602487253,1148.64925
88.50038,7.84E-05,-0.523824914,-4.816608844,136.1660947,0.228157725,1143.460259
89.00038,1.65E-05,0.220933961,-5.349809636,139.5714237,0.291925298,1136.862526
89.50038,-4.92E-05,0.82481218,-5.686130065,142.9759522,1.171732275,1134.736489
90.00038,-6.03E-05,1.620572768,-5.85498479,146.3738128,0.599632032,1134.048987
90.50038,-0.000103396,2.40886034,-5.956041085,149.7726615,0.764592226,1131.456695
91.00038,-0.000173392,2.907049816,-5.873002403,153.1987934,2.297228675,1136.833556
91.50038,-0.000190106,3.411063134,-5.55531651,156.6432838,1.631076995,1146.189597
92.00038,-0.00020872,3.980326205,-5.223387256,160.0969972,0.923627304,1149.030336
92.50038,-0.000256059,4.3015444,-4.766398093,163.5866208,2.490129458,1155.89289
93.00038,-0.000266254,4.435722221,-4.066216956,167.1164267,2.644481781,1170.735096
93.50038,-0.000267074,4.61152239,-3.3404329,170.6673084,1.457169012,1180.596207
94.00038,-0.00029219,4.670322588,-2.583531226,174.2453165,2.039234755,1187.567724
94.50038,-0.000274716,4.482680163,-1.656863714,177.8519716,2.211206228,1198.022762
95.00038,-0.000259741,4.257586876,-0.710629784,181.4704685,1.317351941,1205.004401
95.50038,-0.000270874,3.970934365,0.166215845,185.0933074,1.178062487,1207.111636
96.00038,-0.000230864,3.537795335,1.12895376,188.7159997,1.031617558,1207.884862
96.50038,-0.000193399,3.039606368,2.069681165,192.3321647,0.798142506,1206.880041
97.00038,-0.000184799,2.467791924,2.878727358,195.9326277,0.510436359,1203.452206
97.50038,-0.000138606,1.822882471,3.709366538,199.507054,-0.083011294,1195.939192
98.00038,-6.94E-05,1.181692472,4.463728173,203.0602251,0.334832907,1187.680371
98.50038,-6.15E-05,0.408210335,5.035391395,206.5905629,0.226291834,1180.936748
99.00038,-3.23E-05,-0.411885898,5.53107437,210.0953394,-0.126696395,1172.081544
99.50038,5.35E-05,-1.023375538,5.893268253,213.5884226,0.770682963,1165.851369
100.00038,7.89E-05,-1.717766409,6.043373713,217.0656641,0.453172847,1162.372658
100.50038,9.83E-05,-2.557325137,6.11557188,220.5237918,-0.06899985,1154.982688
101.00038,0.000168083,-3.114273874,6.061310503,223.9936519,1.607351503,1153.065762
101.50038,0.000201291,-3.550684827,5.737400917,227.4835407,1.983170121,1160.742082
102.00038,0.000207494,-4.104036621,5.344709562,230.9749623,0.622970595,1163.71489
102.50038,0.000249757,-4.497086377,4.904150304,234.4863847,1.774942361,1165.708724
103.00038,0.000272074,-4.630859883,4.21371389,238.0293982,2.462175995,1176.294169
103.50038,0.000266908,-4.753849012,3.439954132,241.5823065,1.088453267,1183.55053
104.00038,0.00028776,-4.854331741,2.679715254,245.1466261,1.321249919,1185.425554
104.50038,0.000281278,-4.699678291,1.767814875,248.7341631,2.086371979,1191.975143
105.00038,0.000256669,-4.441607922,0.778391699,252.3320555,1.337495644,1198.530383
105.50038,0.000268424,-4.161272741,-0.117491923,255.9271808,0.867651459,1199.332726
106.00038,0.000241636,-3.741481318,-1.04803633,259.5137177,0.697228096,1197.156414
106.50038,0.000191829,-3.244878677,-2.026404547,263.0887677,0.588608607,1193.703799
107.00038,0.000179541,-2.684391499,-2.845371059,266.6488778,0.554375357,1189.615322
107.50038,0.000151985,-2.013150973,-3.639185057,270.1847812,0.03990596,1182.994978
108.00038,7.89E-05,-1.354631959,-4.420291257,273.6970667,0.122810336,1174.418264
108.50038,4.62E-05,-0.648148567,-5.010927102,277.1889697,0.382735685,1167.520887
109.00038,4.12E-05,0.216099579,-5.478820364,280.6559144,-0.087706131,1159.686696
109.50038,-3.33E-05,0.91901888,-5.868867828,284.1108509,0.524216646,1152.580052
110.00038,-9.13E-05,1.518159174,-6.029281291,287.5661086,1.269224432,1151.874291
110.50038,-9.54E-05,2.329804989,-6.056927491,291.010386,0.303642107,1150.116971
111.00038,-0.000148514,3.014529605,-6.019732954,294.4583903,1.015940292,1147.192899
111.50038,-0.000205135,3.433041066,-5.755070846,297.9307538,2.248238034,1153.393108
112.00038,-0.000210408,3.898664937,-5.30550208,301.4106145,1.036121981,1159.602534
112.50038,-0.000235807,4.358270993,-4.865642595,304.901042,1.106303268,1160.420979
113.00038,-0.000272232,4.551245926,-4.230350213,308.4288606,2.692328723,1169.00176
113.50038,-0.000267626,4.599730809,-3.424362217,311.9846681,2.032840262,1181.818093
114.00038,-0.000274503,4.694183503,-2.646159828,315.5517981,1.160790164,1187.351915
114.50038,-0.000285442,4.608832622,-1.800288816,319.1372844,1.785065885,1191.711707
115.00038,-0.000254403,4.331515148,-0.805275233,322.7387723,1.668694595,1198.417532
115.50038,-0.000252249,4.026901009,0.134658257,326.343202,1.043558886,1201.592338
116.00038,-0.000248395,3.622183017,1.02087111,329.9437046,0.893717891,1201.130767
116.50038,-0.000192026,3.132046991,1.981722267,333.5348501,0.643729509,1198.816901
117.00038,-0.000160594,2.591272499,2.837375853,337.1136355,0.620319634,1195.249768
117.50038,-0.000151997,1.919113477,3.601058639,340.6727952,0.301506709,1190.114966
118.00038,-9.32E-05,1.225284427,4.364051591,344.2087667,0.023545292,1182.235395
118.50038,-2.78E-05,0.567420804,4.975589711,347.7302349,0.653295798,1176.074673
119.00038,-3.19E-05,-0.254910314,5.418282361,351.2321087,0.226567824,1170.905622
119.50038,1.98E-05,-1.0566922,5.796604347,354.7171629,0.198222882,1163.644802
120.00038,9.84E-05,-1.627162712,5.986344194,358.2028642,1.29403124,1161.443162
120.50038,0.00011146,-2.338763743,5.982216476,1.682143417,0.646965255,1161.338074
121.00038,0.000140855,-3.096424896,5.928087901,5.16044733,0.644066591,1158.185086
121.50038,0.000205041,-3.545926463,5.703891764,8.669394377,2.450270107,1163.504699
122.00038,0.000222177,-3.927358107,5.231881462,12.20385125,1.990499585,1175.047077
122.50038,0.000233474,-4.376828091,4.751520508,15.74921384,1.004616362,1179.710917
123.00038,0.000271853,-4.632125642,4.1612103,19.32610043,2.324767671,1185.928719
123.50038,0.000274057,-4.651694546,3.353841091,22.93716182,2.443789818,1198.823383
124.00038,0.000271469,-4.702069397,2.536924346,26.56278502,1.285010533,1206.72573
124.50038,0.000288588,-4.647647141,1.708898616,30.20494145,1.668432651,1210.958284
125.00038,0.000257927,-4.374625102,0.724528544,33.86311869,1.723012499,1217.220764
125.50038,0.000245531,-4.047486973,-0.249409237,37.52367755,1.041369343,1220.492334
126.00038,0.000249956,-3.645013423,-1.125239014,41.17805899,0.824338749,1219.545989
126.50038,0.000198176,-3.154260237,-2.073194764,44.82001435,0.53690228,1216.26401
127.00038,0.000155006,-2.616035068,-2.946507584,48.4471929,0.550178688,1211.734774
127.50038,0.000150285,-1.943576562,-3.7022672,52.05179977,0.255676493,1205.930797
128.00038,0.000101012,-1.223634686,-4.452163986,55.62587293,-0.272922706,1196.327465
128.50038,2.68E-05,-0.579585052,-5.078765314,59.17876963,0.389111446,1187.439374
129.00038,2.62E-05,0.224684442,-5.517249438,62.70943952,0.21150778,1180.884897
129.50038,-1.41E-05,1.062227484,-5.881759732,66.21895358,0.007431847,1172.587629
130.00038,-9.60E-05,1.64036893,-6.084185279,69.72601403,1.191788903,1168.948539
130.50038,-0.000115762,2.316483582,-6.070347877,73.22383084,0.621583553,1168.192725
131.00038,-0.000136421,3.09378146,-6.007212954,76.71213562,0.278191873,1163.157817
131.50038,-0.000201339,3.572471497,-5.792840113,80.22415416,2.143202589,1165.297597
132.00038,-0.000224387,3.933884096,-5.320394395,83.76194989,2.11302604,1175.975114
132.50038,-0.000230324,4.382306234,-4.819519524,87.30765049,0.878066468,1180.61621
133.00038,-0.000268104,4.665904269,-4.237642705,90.87917736,2.072817189,1185.05637
133.50038,-0.000274625,4.689636601,-3.433735689,94.48158913,2.358150577,1196.385782
134.00038,-0.000268661,4.724458228,-2.600456783,98.09495232,1.162332379,1203.339143
134.50038,-0.000286422,4.690551835,-1.772446308,101.7203276,1.455560993,1206.032609
135.00038,-0.000259781,4.426581067,-0.79756487,105.3604988,1.706877065,1211.268911
135.50038,-0.000241185,4.088964611,0.193598061,109.0025027,1.02471119,1214.438251
136.00038,-0.000248022,3.693122272,1.06979752,112.6367538,0.758246023,1213.153136
136.50038,-0.000203121,3.201618525,2.006063347,116.2567051,0.449298217,1209.204131
137.00038,-0.000152612,2.67317399,2.891403825,119.8618998,0.530754035,1204.232755
137.50038,-0.000146246,2.009704474,3.645796248,123.4472984,0.386475007,1199.010899
138.00038,-0.000108045,1.266180446,4.37848578,127.003568,-0.220526406,1190.316995
138.50038,-3.02E-05,0.62018832,5.01822566,130.5384731,0.318854662,1181.389333
139.00038,-1.58E-05,-0.144380334,5.460948706,134.0545572,0.370999807,1175.300331
139.50038,8.64E-06,-1.009683153,5.809600558,137.553521,0.137202899,1168.398554
140.00038,8.95E-05,-1.619521905,6.031852775,141.0565911,1.35408173,1166.153329
140.50038,0.000123933,-2.243042986,6.013309734,144.5628114,1.230565201,1169.022027
141.00038,0.000134212,-3.021613367,5.927843403,148.0621288,0.328233532,1167.049018
141.50038,0.000195759,-3.548131332,5.734280317,151.5827399,1.916516745,1168.319565
142.00038,0.000227653,-3.888439328,5.277229775,155.1360574,2.473240088,1179.601225
142.50038,0.000229931,-4.30821035,4.748218396,158.7036029,1.157664198,1187.204168
143.00038,0.000264547,-4.619636885,4.180069785,162.2973448,1.978056406,1192.445096
143.50038,0.000276238,-4.649591391,3.392213184,165.9261206,2.579021509,1204.302777
144.00038,0.000266476,-4.653064312,2.54028168,169.5687872,1.298492118,1212.861514
144.50038,0.000283662,-4.630294804,1.71671851,173.2225117,1.366514004,1215.693638
145.00038,0.000262855,-4.379721551,0.76246917,176.8924298,1.774986344,1220.754974
145.50038,0.000236545,-4.030895767,-0.240422068,180.5674322,1.187281401,1224.929003
146.00038,0.000244193,-3.631420195,-1.118772615,184.2355425,0.786505908,1224.449545
146.50038,0.000205568,-3.142381591,-2.036672539,187.8884472,0.416259198,1220.385577
147.00038,0.000149392,-2.616512633,-2.926877844,191.5258369,0.499019793,1215.023149
147.50038,0.000141271,-1.957399887,-3.68246018,195.1441999,0.439322436,1209.816193
148.00038,0.000109525,-1.204401537,-4.404398468,198.7339128,-0.181860706,1201.464785
148.50038,3.01E-05,-0.560565852,-5.045101351,202.3012965,0.270154267,1192.400585
149.00038,1.03E-05,0.186548043,-5.483946745,205.8491083,0.377898954,1186.029424
149.50038,-8.51E-06,1.060318524,-5.828384661,209.3778531,0.051930763,1178.677219
150.00038,-8.97E-05,1.675045727,-6.050064117,212.9097999,1.325179975,1175.818328
150.50038,-0.000126761,2.288397289,-6.028821916,216.4455304,1.286845342,1178.741022
151.00038,-0.000135289,3.064132384,-5.935951516,219.9736229,0.315563426,1176.89487
151.50038,-0.000195631,3.597677631,-5.740111272,223.5205473,1.804256472,1177.502574
152.00038,-0.000228592,3.934030084,-5.281410483,227.0988223,2.456731159,1188.111806
152.50038,-0.000230832,4.349129633,-4.746650531,230.6896409,1.088565571,1195.249585
153.00038,-0.00026459,4.663081985,-4.177003259,234.3053883,1.951963273,1199.983379
153.50038,-0.000276296,4.692514089,-3.384694425,237.9545157,2.519502583,1211.382917
154.00038,-0.000266785,4.695517517,-2.529839654,241.6159342,1.245214724,1219.35978
154.50038,-0.00028433,4.672527561,-1.7056666,245.287097,1.330230685,1221.723818
155.00038,-0.000261858,4.421605117,-0.744985833,248.9728654,1.722976454,1226.326253
155.50038,-0.000236835,4.075442279,0.258555178,252.6619372,1.120511917,1229.902366
156.00038,-0.000245354,3.675361,1.135194989,256.3427328,0.750352063,1228.904448
156.50038,-0.000204527,3.185963693,2.058959299,260.0068261,0.354082587,1224.347295
157.00038,-0.000149688,2.660909293,2.948864199,263.6544985,0.484201292,1218.595289
157.50038,-0.000143349,1.997441337,3.702209684,267.2816022,0.384787544,1213.037175
158.00038,-0.000108759,1.247191533,4.427256521,270.8780995,-0.261900053,1204.032143
158.50038,-2.98E-05,0.602305223,5.065259279,274.4512505,0.240111184,1194.435259
159.00038,-1.34E-05,-0.156111953,5.503738266,278.0045686,0.370539016,1187.875135
159.50038,8.21E-06,-1.029609199,5.847480108,281.5388778,0.064470481,1180.533298
160.00038,9.03E-05,-1.636815694,6.064247374,285.0754168,1.303937025,1177.618962
160.50038,0.000124073,-2.261877312,6.043957014,288.6131478,1.160903205,1179.839114
161.00038,0.000133724,-3.043161308,5.956121695,292.1428094,0.293470867,1177.294566
161.50038,0.00019582,-3.566051385,5.754473586,295.6930225,1.927527727,1178.375169
162.00038,0.000226756,-3.9100493,5.293699576,299.2731942,2.355663788,1189.079489
162.50038,0.00022906,-4.337283628,4.766280247,302.865407,1.078991067,1195.691666
163.00038,0.000263838,-4.643931724,4.190807337,306.483019,1.985969554,1200.538329
163.50038,0.000274455,-4.674274315,3.395155071,310.1334574,2.495501558,1211.979831
164.00038,0.000265848,-4.689022772,2.548616872,313.7953169,1.192461394,1219.592757
164.50038,0.000283463,-4.664660686,1.723086086,317.4676354,1.381000141,1221.947112
165.00038,0.000259354,-4.410496707,0.756821417,321.1546931,1.725433933,1226.796805
165.50038,0.000236804,-4.06823246,-0.24043022,324.8444343,1.091041586,1230.241853
166.00038,0.000245127,-3.670892613,-1.115048842,328.5257081,0.735541319,1229.034626
166.50038,0.000201979,-3.182197278,-2.042853548,332.1912594,0.402532026,1224.634627
167.00038,0.000149358,-2.656517426,-2.927152157,335.8411725,0.515329106,1219.251975
167.50038,0.000144164,-1.990837531,-3.677996213,339.4706645,0.382443012,1213.821845
168.00038,0.000106449,-1.247313253,-4.407158234,343.0702109,-0.247660377,1204.865739
168.50038,2.83E-05,-0.605195574,-5.041426417,346.6482859,0.33096076,1195.753654
169.00038,1.56E-05,0.164298433,-5.475093267,350.2078745,0.399379797,1189.741068
169.50038,-9.94E-06,1.030323667,-5.822441133,353.7505502,0.156050311,1182.945604
170.00038,-9.25E-05,1.62743797,-6.035094311,357.296712,1.368578717,1180.740791
170.50038,-0.000121703,2.267521114,-6.013608201,0.843339745,1.095259245,1182.928735
171.00038,-0.000134517,3.04803335,-5.930949074,4.38360004,0.353551546,1180.333834
171.50038,-0.000197624,3.555248438,-5.724118923,7.948549444,2.131119703,1182.623998
172.00038,-0.000225278,3.904166849,-5.254601654,11.5448562,2.385079191,1194.379872
172.50038,-0.000229126,4.338769468,-4.737536849,15.15391724,1.085221364,1201.112677
173.00038,-0.000265253,4.634313306,-4.158930146,18.79057247,2.112548963,1206.537215
173.50038,-0.00027275,4.65969899,-3.356219515,22.46041308,2.481322056,1218.454734
174.00038,-0.000266383,4.689014722,-2.520920673,26.14283017,1.233397568,1226.139688
174.50038,-0.000284142,4.655279971,-1.694329599,29.83809298,1.511568552,1229.244206
175.00038,-0.00025574,4.393641621,-0.716292257,33.54793809,1.708212021,1234.563387
175.50038,-0.000238961,4.060100764,0.267984939,37.25930199,1.036664394,1237.610171
176.00038,-0.000246095,3.660664736,1.139390033,40.96249102,0.759722192,1236.204942
176.50038,-0.000196796,3.174958522,2.080060664,44.65107139,0.45830575,1232.122985
177.00038,-0.000150388,2.644072376,2.953018704,48.32418131,0.543507813,1227.072516
177.50038,-0.000147499,1.969595771,3.701533905,51.97498438,0.289721291,1221.277245
178.00038,-0.000100249,1.245601774,4.44287266,55.59534315,-0.268682019,1211.731496
178.50038,-2.55E-05,0.603940375,5.065657474,59.19556322,0.43561245,1202.958608
179.00038,-2.40E-05,-0.199262704,5.494941198,62.77589985,0.321505356,1197.012908
179.50038,1.47E-05,-1.039273864,5.850853443,66.3374222,0.102848516,1189.546464
180.00038,9.68E-05,-1.615502607,6.04686231,69.89870826,1.286710357,1186.660219
180.50038,0.000114289,-2.301562471,6.027835873,73.45353165,0.710473158,1186.621067
181.00038,0.00013637,-3.076196167,5.95939198,77.0042899,0.515842619,1182.964957
181.50038,0.000201633,-3.543625564,5.73307415,80.5831319,2.366928583,1187.100744
182.00038,0.000220811,-3.919514493,5.255429124,84.18684653,2.024948694,1198.23232
182.50038,0.000229395,-4.375873445,4.764533179,87.79971317,0.930051123,1202.526605
183.00038,0.00026722,-4.63877535,4.164344147,91.44288924,2.33033951,1208.242529
183.50038,0.000269404,-4.662904522,3.349277285,95.11772451,2.349167494,1220.545989
184.00038,0.00026836,-4.723624846,2.539195844,98.80489436,1.231300167,1227.584852
184.50038,0.000283991,-4.672989764,1.702859224,102.5062255,1.607562765,1231.119723
185.00038,0.000251164,-4.40499766,0.706256919,106.2204152,1.615408716,1236.437282
185.50038,0.000244346,-4.086664037,-0.253069563,109.9341761,0.954757836,1238.651973
186.00038,0.000246774,-3.684215927,-1.129521523,113.6397712,0.769718578,1236.905407
186.50038,0.000189985,-3.200337993,-2.086782187,117.3316587,0.504566964,1233.08242
187.00038,0.00015491,-2.662734364,-2.943052151,121.0078951,0.5451668,1228.247495
187.50038,0.000150938,-1.981292924,-3.69528723,124.6610892,0.204571743,1222.051514
188.00038,9.18E-05,-1.284709718,-4.450026113,128.2877213,-0.081830977,1212.976966
188.50038,2.60E-05,-0.627327561,-5.056728261,131.8975508,0.606724771,1205.866851
189.00038,3.32E-05,0.207614752,-5.486787164,135.4857757,0.177257632,1200.017218
189.50038,-2.15E-05,1.006980911,-5.855433155,139.0556675,0.15989037,1192.118678
190.00038,-9.87E-05,1.572077084,-6.030859115,142.6255944,1.317523924,1189.624757
190.50038,-0.000105456,2.317666242,-6.022729644,146.1888072,0.602783443,1189.200972
191.00038,-0.000140467,3.065011733,-5.967021369,149.754552,0.876867293,1186.711024
191.50038,-0.000204093,3.496916977,-5.712960562,153.3490382,2.454827245,1192.912537
192.00038,-0.000214647,3.916407737,-5.23993796,156.95896,1.48383783,1201.869877
192.50038,-0.000231185,4.384245398,-4.778281417,160.5784754,1.016249258,1204.015963
193.00038,-0.000268147,4.603482502,-4.14790938,164.2331992,2.623561809,1211.50347
193.50038,-0.000265314,4.640987992,-3.331891373,167.9168394,2.148971325,1224.209268
194.00038,-0.000271334,4.730761014,-2.545929747,171.6114064,1.176242021,1230.023502
194.50038,-0.000280918,4.653346288,-1.691728945,175.3220163,1.739584877,1233.903942
195.00038,-0.000247903,4.384223672,-0.685813508,179.0449844,1.555955289,1239.537559
195.50038,-0.000250943,4.081325671,0.2412285,182.7671883,0.97090343,1241.523871
196.00038,-0.000243258,3.674238344,1.13198259,186.479949,0.707282061,1239.538935
196.50038,-0.000183567,3.194213827,2.100798088,190.1782319,0.479133792,1235.285005
197.00038,-0.000162407,2.646261439,2.932862014,193.8607212,0.555705299,1230.364675
197.50038,-0.000150691,1.962887894,3.695801095,197.5203224,0.167556571,1224.02842
198.00038,-8.11E-05,1.297149576,4.458667236,201.1562986,0.09912594,1215.612117
198.50038,-3.12E-05,0.614335708,5.045536366,204.7744328,0.558747562,1209.100596
199.00038,-3.91E-05,-0.246603702,5.486996959,208.368653,-0.015699332,1202.095945
199.50038,3.33E-05,-0.98261073,5.862134119,211.9504311,0.499164861,1194.869972
200.00038,9.64E-05,-1.561981745,6.013452087,215.535062,1.420953331,1194.422511
200.50038,9.76E-05,-2.370031277,6.021385901,219.1123318,0.477188665,1193.848963
201.00038,0.0001489,-3.05715351,5.970472248,222.696443,1.164824714,1192.082324
201.50038,0.000204617,-3.469557548,5.685052543,226.307027,2.373020277,1199.202798
202.00038,0.000207794,-3.953783446,5.234083089,229.9274045,1.072882479,1205.801644
202.50038,0.000236267,-4.406766924,4.78772119,233.5663251,1.561066933,1208.552129
203.00038,0.000267588,-4.57426008,4.118136738,237.2431301,2.781344852,1219.287995
203.50038,0.000261884,-4.650349297,3.319133788,240.9388887,1.585488674,1230.021518
204.00038,0.000276488,-4.760581391,2.551045248,244.6443101,1.182187327,1233.189477
204.50038,0.000275582,-4.642534099,1.65869736,248.3706865,2.021212956,1238.400553
205.00038,0.000246926,-4.380440727,0.659881489,252.1090013,1.49084489,1245.006147
205.50038,0.000259364,-4.09380746,-0.232924836,255.8441929,0.89080244,1246.266049
206.00038,0.00023436,-3.685891788,-1.154031791,259.5681535,0.614142283,1243.436057
206.50038,0.000181589,-3.201743035,-2.124828782,263.2787369,0.569560112,1239.141931
207.00038,0.000174239,-2.635489386,-2.926781812,266.9723228,0.539873114,1234.54017
207.50038,0.000144646,-1.965198385,-3.715711321,270.638073,-0.095148192,1226.86665
208.00038,6.87E-05,-1.321785903,-4.482611905,274.2788079,0.125856229,1217.329321
208.50038,4.77E-05,-0.590718225,-5.04660026,277.8993656,0.423539125,1210.301201
209.00038,3.85E-05,0.270095143,-5.505916141,281.4976544,0.006091272,1202.758539
209.50038,-4.71E-05,0.923807218,-5.868597536,285.0892182,0.900996482,1197.51109
210.00038,-8.60E-05,1.568340817,-6.004413851,288.6766806,1.022275874,1197.049647
210.50038,-9.31E-05,2.41878075,-6.047145857,292.2522637,0.204872429,1193.316555
211.00038,-0.000160573,3.014581738,-5.985605457,295.8426061,1.685757218,1192.729624
