Time [s],Current(PhaseA) [A],Current(PhaseB) [A],Current(PhaseC) [A],Moving1.Position [deg],Moving1.Torque [NewtonMeter],Moving1.Speed [rpm]
0.3345,-0.929658509,2.283977251,-1.354318742,166.4169021,1.366345548,2827.607067
0.335,-1.260716011,2.309271434,-1.048555424,174.90084,1.395677914,2828.404611
0.3355,-1.545178816,2.285602367,-0.740423552,183.3872688,1.354186388,2829.141173
0.336,-1.77695401,2.161484969,-0.384530959,191.8753953,1.340760298,2829.586034
0.3365,-1.991648226,2.013839875,-0.022191648,200.3648853,1.372613281,2830.131195
0.337,-2.164134584,1.806581483,0.357553101,208.8563146,1.364854907,2830.808428
0.3375,-2.251933879,1.551364709,0.70056917,217.34949,1.326190983,2831.239743
0.338,-2.292748999,1.26025742,1.032491579,225.8437553,1.365011277,2831.673291
0.3385,-2.305056494,0.949967149,1.355089345,234.3398207,1.38001167,2832.397804
0.339,-2.266106946,0.640571472,1.625535475,242.8379578,1.329952579,2832.937987
0.3395,-2.117357772,0.27142903,1.845928742,251.3372004,1.333415297,2833.229979
0.34,-1.954882036,-0.093360915,2.048242952,259.8375172,1.363248897,2833.701522
0.3405,-1.735290419,-0.468007798,2.203298217,268.3394888,1.347703096,2834.252317
0.341,-1.466275257,-0.80309021,2.269365467,276.8427693,1.313998088,2834.541308
0.3415,-1.16592917,-1.13306814,2.29899731,285.3468252,1.36407426,2834.91892
0.342,-0.854050803,-1.446096651,2.300147454,293.8525449,1.362463712,2835.55868
0.3425,-0.52878646,-1.701119493,2.229905953,302.3599151,1.314587532,2835.936179
0.343,-0.160077021,-1.91220768,2.072284701,310.8679531,1.323346535,2836.104738
0.3435,0.20874077,-2.100140351,1.89139958,319.3767617,1.355168633,2836.491495
0.344,0.576365088,-2.235481492,1.659116404,327.8869413,1.330242589,2836.917513
0.3445,0.904486858,-2.283415443,1.378928585,336.3979936,1.303920887,2837.070348
0.345,1.231158378,-2.301488314,1.070329937,344.9095293,1.361120412,2837.389062
0.3455,1.534508753,-2.291553865,0.757045112,353.42255,1.344941692,2837.929853
0.346,1.773542214,-2.187075164,0.41353295,1.936799926,1.303129081,2838.162174
0.3465,1.975007312,-2.021219568,0.046212255,10.4513577,1.314075981,2838.229105
0.347,2.148281284,-1.823406138,-0.324875146,18.96641831,1.348536034,2838.53979
0.3475,2.261147457,-1.575652798,-0.68549466,27.48261473,1.317121326,2838.868769
0.348,2.293501435,-1.287391888,-1.006109546,35.99936094,1.29797474,2838.927766
0.3485,2.300704735,-0.972043486,-1.328661249,44.51640772,1.359346014,2839.213158
0.349,2.278278536,-0.655368808,-1.622909728,53.03481343,1.329958436,2839.672084
0.3495,2.137326904,-0.294409165,-1.842917739,61.5541051,1.296481539,2839.795892
0.35,1.964142746,0.070296171,-2.034438917,70.07347057,1.307981181,2839.801491
0.3505,1.75053474,0.441911146,-2.192445886,78.5931689,1.343986253,2840.061939
0.351,1.48507418,0.794961394,-2.280035574,87.11384285,1.307776888,2840.32303
0.3515,1.192262651,1.108617237,-2.300879888,95.63485835,1.297445949,2840.335384
0.352,0.869299531,1.425974999,-2.295274531,104.1561297,1.35900636,2840.622326
0.3525,0.543606245,1.707328484,-2.250934729,112.6787087,1.318760722,2841.025625
0.353,0.174479743,1.91193056,-2.086410303,121.2019346,1.293642535,2841.080005
0.3535,-0.189863312,2.089536524,-1.899673212,129.7251252,1.30703006,2841.070856
0.354,-0.559744554,2.231716766,-1.671972213,138.2486177,1.341726769,2841.319725
0.3545,-0.905283673,2.295583107,-1.390299434,146.7730303,1.304249413,2841.555356
0.355,-1.211140616,2.305118061,-1.093977445,155.2977306,1.300711267,2841.57177
0.3555,-1.523360482,2.2874726,-0.764112118,163.8227631,1.360607706,2841.890397
0.356,-1.787329165,2.210154553,-0.422825389,172.3491384,1.312497108,2842.274415
0.3565,-1.978333618,2.031801596,-0.053467978,180.8760461,1.292575559,2842.294984
0.357,-2.140145355,1.828694156,0.311451198,189.4029002,1.31112857,2842.307483
0.3575,-2.264621803,1.586759338,0.677862465,197.9301482,1.34045692,2842.577131
0.358,-2.307800305,1.293498789,1.014301517,206.458316,1.302043558,2842.799778
0.3585,-2.3070095,0.993447555,1.313561945,214.9867688,1.3071322,2842.844371
0.359,-2.272238836,0.653425924,1.618812912,223.515693,1.359957319,2843.199748
0.3595,-2.16160626,0.298530443,1.863075817,232.0459799,1.309061987,2843.567774
0.36,-1.975055918,-0.067784319,2.042840237,240.5767433,1.29326745,2843.579367
0.3605,-1.753700824,-0.433325261,2.187026085,249.1075049,1.318281216,2843.639719
0.361,-1.496244178,-0.795387087,2.291631265,257.6388425,1.34179196,2843.961016
0.3615,-1.195593237,-1.121654723,2.31724796,266.1711747,1.299963221,2844.18597
0.362,-0.888604244,-1.41401578,2.302620024,274.7038058,1.313237989,2844.258387
0.3625,-0.540343841,-1.711819766,2.252163607,283.2370325,1.357236933,2844.638333
0.363,-0.174269544,-1.936326674,2.110596218,291.7716031,1.306696184,2844.985538
0.3635,0.188951099,-2.102738198,1.9137871,300.3066048,1.293473117,2844.991825
0.364,0.554085627,-2.230546996,1.676461369,308.8416562,1.325856764,2845.100266
0.3645,0.911086051,-2.312945386,1.401859335,317.3774742,1.343217672,2845.476537
0.365,1.227019531,-2.324771947,1.097752416,325.9143631,1.297074094,2845.700531
0.3655,1.512941915,-2.295795772,0.782853857,334.4515441,1.318257591,2845.791157
0.366,1.799993525,-2.221280265,0.42128674,342.9894142,1.353701169,2846.185963
0.3665,2.006675406,-2.057306795,0.050631389,351.5285906,1.30491306,2846.511555
0.367,2.157689011,-1.848301544,-0.309387467,0.068160334,1.293265018,2846.513919
0.3675,2.270047938,-1.597637422,-0.672410516,8.607810278,1.330396844,2846.652414
0.368,2.330291344,-1.306386506,-1.023904838,17.14834179,1.342811511,2847.057884
0.3685,2.332085615,-1.00193868,-1.330146935,25.68995355,1.291952982,2847.259325
0.369,2.280750962,-0.672464601,-1.608286361,34.23177545,1.319954606,2847.338474
0.3695,2.182907153,-0.300355332,-1.88255182,42.77428788,1.348454701,2847.721104
0.37,2.002980999,0.071613293,-2.074594292,51.31801166,1.30267246,2848.013317
0.3705,1.778937996,0.428782003,-2.207719999,59.86206961,1.292721886,2848.00736
0.371,1.514860683,0.788418059,-2.303278742,68.40621232,1.331945815,2848.157903
0.3715,1.211719182,1.13342732,-2.345146502,76.95126749,1.33917513,2848.558908
0.372,0.905547302,1.430686458,-2.33623376,85.49731669,1.285123006,2848.710833
0.3725,0.559220243,1.699743478,-2.258963721,94.0434171,1.317663798,2848.747369
0.373,0.179088087,1.95992896,-2.139017047,102.5901087,1.342462628,2849.091711
0.3735,-0.191339452,2.13847321,-1.947133757,111.1378669,1.298549836,2849.335636
0.374,-0.546495701,2.252561292,-1.706065591,119.6858464,1.290884332,2849.303462
0.3745,-0.902733924,2.331222701,-1.428488777,128.2338722,1.333052407,2849.455799
0.375,-1.23931057,2.355738218,-1.116427647,136.7828034,1.332064571,2849.830355
0.3755,-1.527927388,2.333159314,-0.805231926,145.3325568,1.277227307,2849.907306
0.376,-1.787502226,2.232051631,-0.444549405,153.8821414,1.312410731,2849.878401
0.3765,-2.032592875,2.091230493,-0.058637618,162.4321402,1.33559853,2850.162571
0.377,-2.19770666,1.888714186,0.308992474,170.9830117,1.292457076,2850.341557
0.3775,-2.293288537,1.631333485,0.661955053,179.5339295,1.287062923,2850.260482
0.378,-2.353917129,1.339632105,1.014285024,188.0847846,1.3317517,2850.38947
0.3785,-2.362792479,1.020357084,1.342435395,196.6364571,1.32239971,2850.709249
0.379,-2.323540922,0.700661684,1.622879238,205.1887144,1.270752171,2850.703324
0.3795,-2.199803598,0.328331071,1.871472527,213.7405851,1.305421067,2850.605476
0.38,-2.036784163,-0.063135858,2.099920022,222.2926626,1.329588574,2850.822926
0.3805,-1.825138532,-0.426326819,2.25146535,230.845419,1.285797035,2850.936669
0.381,-1.552339153,-0.776188724,2.328527877,239.3980335,1.283148286,2850.801314
0.3815,-1.248924046,-1.123234084,2.37215813,247.9504542,1.328353192,2850.893319
0.382,-0.926542236,-1.444415018,2.370957254,256.5035433,1.310898332,2851.13525
0.3825,-0.58670239,-1.71344919,2.30015158,265.0569298,1.265529146,2851.041242
0.383,-0.209736033,-1.951553904,2.161289937,273.6097202,1.297974206,2850.876668
0.3835,0.185216738,-2.164846784,1.979630045,282.1625141,1.326088178,2851.036392
0.384,0.544266865,-2.298901369,1.754634503,290.7158415,1.279641251,2851.099105
0.3845,0.88974083,-2.357784016,1.468043186,299.2688617,1.280073442,2850.914794
0.385,1.230698435,-2.384893161,1.154194726,307.8215703,1.324591711,2850.970485
0.3855,1.544907463,-2.37171675,0.826809287,316.3747913,1.299786007,2851.132811
0.386,1.800955911,-2.269610391,0.46865448,324.9280296,1.261546564,2850.957558
0.3865,2.027728908,-2.116547548,0.08881864,333.4804943,1.292199362,2850.740036
0.387,2.226202813,-1.917769466,-0.308433347,342.0328114,1.325355164,2850.864089
0.3875,2.339551173,-1.67732112,-0.662230053,350.5855838,1.274254471,2850.893094
0.388,2.381291232,-1.378982628,-1.002308604,359.1379142,1.277748817,2850.666382
0.3885,2.392632234,-1.055814848,-1.336817386,7.689831882,1.321060417,2850.689429
0.389,2.364527705,-0.721000852,-1.643526852,16.24211519,1.289615668,2850.776856
0.3895,2.232837436,-0.347256849,-1.885580587,24.7941615,1.259224399,2850.532771
0.39,2.065581142,0.034513039,-2.100094181,33.34530845,1.289328631,2850.28532
0.3905,1.850917223,0.432011307,-2.28292853,41.89622777,1.325421282,2850.392221
0.391,1.59311979,0.780422689,-2.373542478,50.44756266,1.270635076,2850.400007
0.3915,1.285346031,1.114312326,-2.399658357,58.99837197,1.277810391,2850.151948
0.392,0.954363519,1.442276698,-2.396640217,67.54872903,1.31837651,2850.158575
0.3925,0.607627625,1.738795606,-2.346423231,76.09934178,1.281117347,2850.183556
0.393,0.223720647,1.96801223,-2.191732877,84.64950658,1.258049141,2849.884746
0.3935,-0.160403527,2.167902759,-2.007499232,93.19869614,1.290045091,2849.631823
0.394,-0.556060861,2.333855542,-1.777794682,101.747661,1.325935395,2849.742409
0.3945,-0.898361372,2.401496467,-1.503135096,110.2970356,1.268382463,2849.737974
0.395,-1.225794746,2.413304663,-1.187509917,118.845843,1.28020564,2849.487705
0.3955,-1.546499454,2.393733223,-0.847233769,127.3942134,1.315546327,2849.489033
0.396,-1.829963341,2.316841122,-0.486877782,135.9427496,1.274956109,2849.462737
0.3965,-2.047382936,2.146053223,-0.098670287,144.4906784,1.257580283,2849.125
0.397,-2.230934859,1.943099685,0.287835174,153.0375994,1.293955292,2848.887085
0.3975,-2.378504674,1.698615546,0.679889127,161.5843718,1.326815985,2849.02011
0.398,-2.424008848,1.408758879,1.015249969,170.1315724,1.266187213,2849.005447
0.3985,-2.421118643,1.085444969,1.335673674,178.6781748,1.284108128,2848.761059
0.399,-2.385453104,0.736627609,1.648825495,187.2243817,1.311732327,2848.759636
0.3995,-2.278215118,0.360600156,1.917614962,195.7706683,1.272039876,2848.693944
0.4,-2.095924,-0.026903132,2.122827132,204.3162513,1.257048366,2848.334176
0.4005,-1.874093455,-0.41518419,2.289277646,212.8608167,1.299143667,2848.11769
0.401,-1.613598117,-0.802924736,2.416522853,221.4053355,1.327577561,2848.279282
0.4015,-1.311242889,-1.13020217,2.441445059,229.9503023,1.263451663,2848.25078
0.402,-0.98113892,-1.443876067,2.425014987,238.494625,1.287593056,2848.00702
0.4025,-0.622121723,-1.748582251,2.370703974,247.0385708,1.305900409,2847.989633
